TYPVOIE;PREVOIE;NOMVOIE;TYPO;DATE_ARRET;CDGI;HISTO;TEXTE;QUARTIER;1er;2e;3e;4e;5e;6e;7e;8e;9e;10e;11e;12e;13e;14e;15e;16e;17e;18e;19e;20e;ARRON
rue;du;conservatoire;rue du Conservatoire;;2279;"Orig. du nom. ~ Voisinage du Conservatoire national de musique et de déclamation.
Historique. ~ Ouverte sur les terrains de l'ancien Garde-Meuble.
Monuments classés. ~ Au n° 2 bis : salle de concerts du Conservatoire National de Musique et de Déclamation. Au n° 4 : église Saint-Eugène-Sainte-Cécile.
";"Ouverture. ~ Déc. du 30 novembre 1853.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 30 novembre 1853. Arr. du 3 janvier 1956, pan coupé, côté impair, à l'angle de la rue Sainte-Cécile (côté pair) et pan coupé, côté pair, à l'angle de la rue Sainte-Cécile (côté impair).
Nivellement. ~ Déc. du 8 septembre 1856.";Faubourg Montmartre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
avenue;du;coq;avenue du Coq;;2313;"Orig. du nom. ~ Château du Coq ou des Porcherons, maison de campagne de Hugues le Coq, prévôt des marchands, de 1420 à 1429 et de 1434 à 1436.
";"
";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;cretet;rue Cretet;;2436;"Orig. du nom. ~ Emmanuel Cretet (1747-1809), ministre de l'Intérieur sous le Premier Empire.
";"Ouverture. ~ Déc. min. du 29 mai 1821. Les alignements approuvés par une ordonnance royale du 23 août 1833 n'ont pas été exécutés. A la suite du lotissement des terrains provenant des abattoirs de Montmartre (déc. du 20 juin 1858), la rue a été ouverte suivant des alignements différents.
";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;de la;chaussée d'antin;rue de la Chaussée d'Antin;;1949;"Orig. du nom. ~ Voisinage de l'ancien hôtel d'Antin.
Historique. ~ Cette voie n'était au XVIIe siècle qu'un chemin sinueux conduisant de la porte Gaillon aux Porcherons ; elle a été transformée en une rue de 8 toises de largeur, à la suite d'une ordonnance royale du 4 décembre 1720. Précédentes dénominations au XVIIe siècle : chemin des Porcherons, rue de l'Egout de Gaillon, chaussée ou chemin de l'Egout de Gaillon, chaussée Gaillon, chemin ou rue de la Grande Pinte ; au XVIIIe siècle, rue de l'Hôtel Dieu (1720), chaussée d'Antin, rue Mirabeau ou Mirabeau le Patriote (1791), rue du Mont Blanc (1793). Elle prit le nom de rue de la Chaussée d'Antin sous la Restauration.
";"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 27 octobre 1847 : 1° côté pair depuis les boulevards des Capucines et des Italiens jusqu'au boulevard Haussmann ; 2° côté impair au droit des nos 5 à 9. Déc. du 16 juillet 1862, au droit des nos 11 et 13. Déc. du 27 décembre 1865, pan coupé, côté impair, à l'angle de la rue Halévy.  
Alignements et nivellement. ~ Arr. du 12 août 1976. Fixation des alignements au droit des nos 1, 3 et 3bis et modification entre le boulevard Haussmann et la rue La Fayette et les rues Saint-Lazare et de Châteaudun, et au débouché du boulevard des Capucines, des rues Meyerbeer, Saint-Lazare, de Provence, Joubert et de la Victoire.
Numérotage. ~ Arr. du 31 janvier 1873 (côté pair).
Servitude. ~ Les immeubles nos 1 à 13 sont assujettis à une servitude d'architecture (déc. du 29 septembre 1860).
Dénomination. ~ Rue de la Chaussée d'Antin en 1816.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
impasse;de;la tour d'auvergne;impasse de La Tour D'Auvergne;;5382;"Orig. du nom. ~ Voisinage de la rue de La Tour d'Auvergne.
";"Ouverture. ~ Ouverte en 1896.
Classement et alignements.~ Arr. mun. du 4 novembre 2004.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;de;la tour d'auvergne;rue de la Tour d'Auvergne;;5381;"Orig. du nom. ~ Louise Emilie de La Tour d'Auvergne (1667-1737), abbesse de Montmartre de 1727 à 1735 ; ancien territoire de l'abbaye.
Historique. ~ Précédemment rue de Bellefond, entre la rue de Rochechouart et la rue Rodier, sur le plan de Delagrive. La partie B, d'après le plan de La Caille (1714), était le chemin de la Nouvelle France. Il a été converti en rue vers 1760.
";"Ouverture. ~ Déc. du 3 août 1861 (UP), partie A.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 3 août 1861 (UP), partie A. Ord. du 16 novembre 1834, partie B. Déc. du 27 juillet 1870, raccordement avec le côté impair de la rue Milton.
Dénomination. ~ Arr. du 20 juillet 1868, partie A.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
place;d';estienne d'orves;place d'Estienne d'Orves;06/09/1994;3374;"Orig. du nom. ~ Le comte Honoré Henri Louis d'Estienne d'Orves (Verrière-le-Buisson, 1901-mont Valérien, 1941), officier de Marine français ; pionnier de la Résistance, fusillé au mont Valérien le 29 août 1941.
Historique. ~ Cette place, a englobé en 1944 une partie des rues de Clichy et Blanche, voies indiquées sur le plan de Jouvin de Rochefort (1672). La rue de Clichy était précédemment rue du Coq et plus anciennement chemin de Clichy.  La rue Blanche était un ancien chemin conduisant aux carrières de Montmartre.";"Création. ~ Créée par décret du 19 décembre 1860 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 22 mai 1837, côté impair, entre les rues Saint-Lazare et de Clichy. Déc. du 19 décembre 1860 (UP), côté pair, entre les rues de Châteaudun et Saint-Lazare. Arr. du 16 février 1938, côté pair, entre les rues Saint-Lazare et Blanche, et pan coupé de 8 m à l'angle de la rue Saint-Lazare, côté impair.
Nivellement. ~ Arr. du 16 février 1938, entre les rues de Châteaudun et Blanche.
Dénomination. ~ Arr. du 18 décembre 1944.  Arr. mun. du 6 septembre 1994, étendant la dénomination au square central dit ""de la Trinité"" dans sa nouvelle assiette.
Numérotage. ~ Arr. du 19 mars 1947.
Servitude. ~ Les immeubles riverains des parties comprises entre les rues de Clichy et Morlot et les rues de Cheverus et Blanche sont grevés d'une servitude d'architecture symétrique.";Saint-Georges. Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
voie;;d/9;voie D/9;;X219;;"Nota. ~ Ce passage communique avec la rue Saint-Lazare en passant sous un immeuble privé.
";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;de la;tour des dames;rue de la Tour des Dames;;9369;"Orig. du nom. ~ Voisinage d'un ancien moulin appartenant aux dames de l'abbaye de Montmartre.
Historique. ~ Elle est tracée sur le plan de Lacaille (1714). Partie de la ruelle Baudin sur le plan de Deharme (1763) ; rue de la Tour des Dames sur le plan de Verniquet (1789).
";Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 1er juillet 1834.;Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;du;delta;rue du Delta;;2685;"Orig. du nom. ~ Ouverte sur l'emplacement du jardin du Delta par les sieurs Lambin et Guillaume.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 2 février 1825.
Nivellement. ~ Déc. du 24 juin 1910, entre la rue du Faubourg Poissonnière et le n° 4.
Dénomination. ~ Déc. min. du 16 août 1825.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
place;;diaghilev;place Diaghilev;07/05/1965;2787;"Orig. du nom. ~ Serge de Diaghilev (1872-1929), imprésario russe ; créateur des ballets russes. Voisinage de l'Opéra.
Historique. ~ Précédemment, parties des rues Scribe et Gluck. Avant l'ouverture du boulevard Haussmann, ce tronçon de la rue Scribe, était une partie de la rue de Mogador.
Monument classé. ~ Théâtre national de l'Opéra.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 27 décembre 1865 (UP).
Servitude. ~ Déc. du 29 septembre 1860, déclarant d'utilité publique la construction de maisons d'architecture uniforme aux abords de l'Opéra.
Dénomination. ~ Arr. du 7 mai 1965.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;de;douai;rue de Douai;;2909;"Orig. du nom. ~ Ville du département du Nord.
Historique. ~ Précédemment, rue Pierre Lebrun entre la rue Pigalle et la rue Fontaine et rue de l'Aqueduc entre la rue Fontaine et le boulevard de Clichy.
";"Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 13 février 1856, entre la rue Pigalle et la rue Fontaine (A). Ord. du 22 janvier 1841, entre la rue Fontaine et la rue Blanche (B). Ord. du 21 juin 1841, entre la rue Blanche et le boulevard de Clichy (C), sauf du côté impair, sur des longueurs de 5,50 m environ avant la place Adolphe Max et 6 m environ après cette place. Arr. du 16 février 1938 (relatif aux alignements de la rue Blanche), au droit des nos 35, 37, 38 et 40. La partie C a été ouverte en 1884.
Numérotage. ~ Arr. du 8 avril 1874.
Dénomination. ~ Déc. min. du 5 octobre 1846.";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;drouot;rue Drouot;;2933;"Orig. du nom. ~ le comte Antoine Drouot (1774-1847), général de division.
Historique. ~ Précédemment, rue de la Grange Batelière dans la partie A.
";"Ouverture. ~ Arrêt du Conseil du Roi du 18 octobre 1704, entre le boulevard Montmartre et la rue Rossini (A). Ord. du 30 décembre 1846 (UP), entre les rues Rossini et de Provence (B). La partie B fut ouverte en 1851. Déc. du 23 août 1858 (UP), le surplus.
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 12 janvier 1922 (UP), au droit du n° 1. Ord. du 16 avril 1831, partie A, côté pair. Arr. du 9 février 1933, le surplus et : 1° pan coupé circulaire à l'angle du boulevard Montmartre ; 2° pan coupé, côté pair, à l'angle de la rue Rossini, côté impair.
Nivellement. ~ Arr. du 9 février 1933.
Numérotage. ~ Arr. du 13 octobre 1876 (côté impair).
Dénomination. ~ Ord. du 15 octobre 1847, partie A.";Faubourg Montmartre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;viollet-le-duc;rue Viollet-Le-Duc;;9872;"Orig. du nom. ~ Eugène Emmanuel Viollet-le-Duc (1814-1879), architecte français.
";"Ouverture. ~ Ouverte en 1879.
Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Déc. du 29 avril 1881.
Numérotage. ~ Arr. du 31 janvier 1881.
Dénomination. ~ Déc. du 19 mars 1880.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;duperré;rue Duperré;;2994;"Orig. du nom. ~ Le baron Victor Guy Duperré (1775-1846), amiral français.
Historique. ~ Précédemment, rue Victor Lemaire.
";"Ouverture. ~ Ouverte en 1843.
Classement et alignements (non retenus au POS et non repris au PLU). ~ Arrêté du pouvoir exécutif du 30 octobre 1848.
Nivellement. ~ Déc. du 8 février 1854.
Numérotage. ~ Arr. du 26 décembre 1873, côté pair.
Dénomination. ~ Arr. du 16 mars 1849.";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
voie;;e/9;voie E/9;;X239;;;Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
impasse;de l';école;impasse de l'École;;3088;"Orig. du nom. ~ Une école y était située.
Historique. ~ Nommée a l'origine impasse de l'Ecole, elle fut renommée impasse Rodier par arr. du 1er février 1877. La partie de l'impasse Rodier, commençant 15 rue Rodier, a été renommée passage Rodier puis rue de l'Agent Bailly en 1904.
";"Ouverture. ~ Voie ouverte en 1829.
";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;paul escudier;rue Paul Escudier;10/05/1933;7155;"Orig. du nom. ~ Paul Escudier (1858-1931), député de l'arrondissement et conseiller municipal du quartier.
Historique. ~ Précédemment rue Gaillard et plus anciennement cité Gaillard.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 9 juin 1931.
Dénomination. ~ Arr. du 10 mai 1933.";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
voie;;f/9;voie F/9;;X259;;;Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
cité;;fénelon;cité Fénelon;;3568;"Orig. du nom. ~ Voir : Fénelon (Rue).
Historique. ~ Précédemment, cour du Puits.
";Classement, alignements (retenus au POS et non repris au PLU) et nivellement. ~ Arr. mun. du 13 février 1995.;Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;fléchier;rue Fléchier;;3667;"Orig. du nom. ~ Esprit Fléchier (1632-1710), prédicateur ; voisinage de l'église Notre-Dame de Lorette.
Monument classé. ~ Aux nos 2 et 4 : église Notre-Dame de Lorette.
";Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 juillet 1824. L'ouverture de cette rue était déjà prévue par des ordonnances du 4 décembre 1822 et du 30 avril 1823.;Chaussée d'Antin. Faubourg Montmartre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
avenue;;frochot;avenue Frochot;;3870;"Orig. du nom. ~ Voir : Frochot (rue).
";"Assainissement. ~ Arr. mun. du 25 juin 1984.
";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;frochot;rue Frochot;;3871;"Orig. du nom. ~ Le comte Nicolas Thérèse Benoît Frochot (1757-1828), premier préfet de la Seine.
Historique. ~ Cette rue fut primitivement dénommée rue Bréda ; plus tard, rue de Brack, puis rue de la Nouvelle Athènes.
";Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 27 septembre 1826.;Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;fromentin;rue Fromentin;;3879;"Orig. du nom. ~ Eugène Fromentin (1820-1876), peintre et écrivain français.
Historique. ~ Précédemment, rue Neuve Fontaine.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 9 juin 1931.
Dénomination. ~ Arr. du 16 août 1879.";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
place;;charles garnier;place Charles Garnier;23/11/1903;1838;"Orig. du nom. ~ Jean Louis Charles Garnier (1825-1898), architecte de l'Opéra ; voisinage de cet édifice.
Monument classé. ~ Théâtre national de l'Opéra.
";"Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 16 juillet 1862 (UP), entre le côté pair de la rue Auber et le côté impair de la rue Scribe.
Dénomination. ~ Arr. du 23 novembre 1903.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
place;;saint-georges;place Saint-Georges;;8616;"Orig. du nom. ~ Voisinage de la rue Saint-Georges.
";Ouverture et alignements (non retenus au POS et non repris au PLU). ~ Ord. du 21 avril 1824.;Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;saint-georges;rue Saint-Georges;;8617;"Orig. du nom. ~ Dû probablement à une enseigne (XVIIIe siècle).
Historique. ~ Précédemment ruelle Saint-Georges puis rue Neuve Saint-Georges. La partie de cette voie comprise entre les rues Saint-Lazare et de la Victoire est indiquée sur le plan de Jouvin de Rochefort (1672) ; élargie en 1778, elle a été prolongée ensuite jusqu'à la rue de Provence.
";"Ouverture. ~ Lettres patentes du 7 mai 1779, entre les rues de Provence et de la Victoire. Ord. du 21 avril 1824, partie B.
Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 16 avril 1831, côté pair : 1° entre les rues La Fayette et de la Victoire, sauf le raccordement avec la rue La Fayette ; 2° entre les rues de Châteaudun et Saint-Lazare. Ord. du 21 avril 1824, au droit du n° 51. Arr. du 25 janvier 1949, le surplus, ainsi que le raccordement du côté pair avec la rue La Fayette et des pans coupés également du côté pair : 1° à l'angle de la rue de la Victoire, côté impair ; 2° à l'angle de la rue de Châteaudun, côté pair ; 3° à l'angle de la rue Saint-Lazare, côté impair.
Nivellement. ~ Arr. du 25 janvier 1949.
Dénomination. ~ Arr. du 17 août 1846, partie B.";Saint-Georges. Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;gérando;rue Gérando;;4159;"Orig. du nom. ~ Le baron Joseph Marie de Gérando (1772-1842), jurisconsulte et économiste français.
Historique. ~ Ouverte sur des terrains provenant de l'ancien abattoir Montmartre.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du Chef du Pouvoir exécutif du 14 avril 1871.
Dénomination. ~ Déc. du 10 août 1868.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;gluck;rue Gluck;;4205;"Orig. du nom. ~ Christoph Willibald Gluck (1714-1787), compositeur allemand ; voisinage de l'Opéra.
Historique. ~ La rue Gluck finissait avant 1965 boulevard Haussmann et rue Scribe. A cette époque on a donné le nom de place Diaghilev au débouché des rues Scribe et Gluck sur ledit boulevard. La rue Gluck commençait, avant 1971, rue Halévy. A cette époque, le débouché de la rue Gluck sur ladite rue a reçu le nom de place Jacques Rouché.
Monument classé. ~ Théâtre national de l'Opéra.
";"Ouverture. ~ Déc. du 29 septembre 1860 (UP).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 16 juillet 1862 (UP), côté pair, sur une longueur de 58 m environ à partir de la place Jacques Rouché. Déc. du 27 décembre 1865 (UP), le surplus du côté pair.
Servitude. ~ Déc. du 29 septembre 1860, déclarant d'utilité publique la construction de maisons d'architecture uniforme aux abords de l'Opéra.
Dénomination. ~ Déc. du 2 mars 1867.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
cité;;charles godon;cité Charles Godon;07/03/1957;1843;"Orig. du nom. ~ Charles, Edouard Godon (1854-1923), docteur, fondateur de l'école dentaire française.
Historique. ~ Précédemment, cité Milton ; plus anciennement partie de la rue Neuve Bossuet.
";"Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 5 mai 1970.
Dénomination. ~ Déc. préf. du 7 mars 1957.";Rochechouart.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;halévy;rue Halévy;;4456;"Orig. du nom. ~ Jacques Fromental Lévy (1799-1862), compositeur français ; voisinage du théâtre de l'Opéra.
Monument classé. ~ Théâtre National de l'Opéra.
";"Ouverture. ~ Déc. du 14 novembre 1858 (UP), entre la place de l'Opéra et la rue Meyerbeer (A). Déc. du 16 juillet 1862 (UP), le surplus (B).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. du 14 novembre 1858 (UP), partie A, côté pair. Déc. du 16 juillet 1862 (UP), partie B. Déc. du 27 décembre 1865 (UP), pan coupé, côté pair, à l'angle de la rue de la Chaussée d'Antin.
Servitude. ~ Déc. du 29 septembre 1860, déclarant d'utilité publique la construction de maisons d'architecture symétrique aux abords de l'Opéra.
Dénomination. ~ Déc. du 2 mars 1864.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;pierre haret;rue Pierre Haret;;7441;"Orig. du nom. ~ Nom de propriétaire.
Historique. ~ C'était l'ancienne impasse Vintimille, sur une longueur de 20 m à partir de la rue de Douai, le surplus a été percé en 1903.
";Classement, alignements (non retenus au POS et non repris au PLU) et nivellement. ~ Arr. du 26 mai 1932.;Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
passage;du;havre;passage du Havre;;4505;"Orig. du nom. ~ Voisinage de la rue du Havre.
Historique. ~ A remplacé l'ancien passage du chantier de Tivoli.
";"Création. ~ Créé en 1845, son ouverture au public a été autorisée par une ordonnance de police du 7 septembre 1846.
";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;du;helder;rue du Helder;;4521;"Orig. du nom. ~ Fort du Helder (Hollande), que les Anglais avaient vainement essayé de prendre le 26 août 1799.
Historique. ~ Avant 1935, la rue du Helder se terminait rue Taitbout ; elle avait absorbé l'ancien cul-de-sac Taitbout, ouvert en 1775, du côté de la rue Taitbout, et prolongé jusqu'au boulevard en 1799, à la suite d'une délibération du Directoire du Département, en date du 17 mai 1792. La place Adrien Oudin faisait partie de la rue du Helder.
";"Alignements (non retenus au POS et non repris au PLU). ~ Ord. du 16 avril 1831.
Dénomination. ~ Délib. du Directoire du Département, en date du 12 brumaire an VIII.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;henner;rue Henner;13/03/1908;4531;"Orig. du nom. ~ Jean-Jacques Henner (1829-1905), peintre français.
Historique. ~ Précédemment, rue Léonie.
";"Ouverture. ~ Ouverte en 1840.
Classement et alignements (non retenus au POS et non repris au PLU). ~ Déc. du 27 novembre 1859.
Dénomination. ~ Arr. du 13 mars 1908.";Saint-Georges.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;des;italiens;rue des Italiens;;4759;"Orig. du nom. ~ Voisinage du boulevard des Italiens.
Historique. ~ Amorcée en 1911.
";"
";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
rue;;joubert;rue Joubert;;5026;"Orig. du nom. ~ Barthélemy Catherine Joubert (1769-1799), général en chef français, tué à la bataille de Novi.
Historique. ~ Précédemment rue Neuve des Capucins.
";"Ouverture. ~ Lettres patentes du 9 juin 1780 (larg. : 9,74 m).
Alignements (non retenus au POS et non repris au PLU). ~ Déc. min. du 22 prairial an V.
Dénomination. ~ Déc. min. du 26 brumaire an VIII.";Chaussée d'Antin.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
passage;;jouffroy;passage Jouffroy;;5030;"Orig. du nom. ~ M. Jouffroy, propriétaire.
";"Création. ~ Créé en 1845.
Ouverture. ~ Son ouverture au public a été autorisée par une ordonnance de police du 17 février 1847.
";Faubourg Montmartre.;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;VRAI;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;FAUX;IXe
