"Nom de l’activité";"Spécialité";"Description";"Nom du centre de santé";"Jour";"Heure de début";"Heure de fin";"Adresse - nom du centre";"Adresse - rue";"Adresse - code postal";"Adresse - ville";"Numéro de téléphone";"Adresse mail";"Site internet";"Latitude";"Longitude"
"Soins dentaires";"Chirurgie dentaire";"Exercée par un chirurgien-dentiste, plus couramment appelé ""dentiste"", titulaire d'un diplôme de docteur en chirurgie dentaire, il soigne les pathologies acquises et congénitales de la bouche, des dents, des gencives, des maxillaires et des tissus attenan";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Soins dentaires";"Chirurgie dentaire";"Exercée par un chirurgien-dentiste, plus couramment appelé ""dentiste"", titulaire d'un diplôme de docteur en chirurgie dentaire, il soigne les pathologies acquises et congénitales de la bouche, des dents, des gencives, des maxillaires et des tissus attenan";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Soins dentaires";"Chirurgie dentaire";"Exercée par un chirurgien-dentiste, plus couramment appelé ""dentiste"", titulaire d'un diplôme de docteur en chirurgie dentaire, il soigne les pathologies acquises et congénitales de la bouche, des dents, des gencives, des maxillaires et des tissus attenan";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Lundi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Jeudi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Médecine générale";"La médecine générale assure l'analyse, le diagnostic, le traitement, la prise en charge de toutes questions de santé. Elle oriente vers le spécialiste si besoin, ceci pour tous les consultants et malades indépendamment de leur âge, de leur genre, de leur ";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Lundi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Jeudi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie ";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Centre de Santé Dentaire Réaumur";"Lundi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Psychiatrie";"La psychiatrie s'intéresse à la prévention, au diagnostic et au traitement des maladies et des troubles mentaux d'origine psychique, neurologique ou psychologique. ";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Diététique";"La diététique s'intéresse à l'alimentation équilibrée en intégrant une dimension culturelle liée aux pratiques alimentaires. La nutrition s'intéresse aux rapports entre la nourriture te la santé.";"Centre de Santé Dentaire Réaumur";"Lundi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Diététique";"La diététique s'intéresse à l'alimentation équilibrée en intégrant une dimension culturelle liée aux pratiques alimentaires. La nutrition s'intéresse aux rapports entre la nourriture te la santé.";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Diététique";"La diététique s'intéresse à l'alimentation équilibrée en intégrant une dimension culturelle liée aux pratiques alimentaires. La nutrition s'intéresse aux rapports entre la nourriture te la santé.";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Lundi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Rhumatologie";"La rhumatologie s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur (os, articulations, muscles, tendons, ligaments), des maladies neurologiques (sciatique), des rhumatismes, des maladies auto-immunes avec des signes extra-art";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Pédiatrie";"La pédiatrie s'intéresse à la surveillance, au diagnostic et au traitement des troubles de développement psychomoteur et physiologique de l'enfant, de la naissance à la période post-pubertaire ( enfants de 0 à 18 ans). ";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Pédiatrie";"La pédiatrie s'intéresse à la surveillance, au diagnostic et au traitement des troubles de développement psychomoteur et physiologique de l'enfant, de la naissance à la période post-pubertaire ( enfants de 0 à 18 ans). ";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Pédiatrie";"La pédiatrie s'intéresse à la surveillance, au diagnostic et au traitement des troubles de développement psychomoteur et physiologique de l'enfant, de la naissance à la période post-pubertaire ( enfants de 0 à 18 ans). ";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Jeudi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Dermatologie";"La dermatologie s'intéresse au diagnostic et au traitement des maladies de peau (acné, eczéma, psoriasis, zona, cancer de la peau) des soins de beauté (épilation laser, anti rides, vieillissement de la peau, piercing, tatouage) et des cheveux (chute, gref";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Urologie";"L'urologie-andrologie s'intéresse au diagnostic et au traitement des maladies des voies urinaires (rein, uretère, vessie, urètre) mais aussi des voies génitales de l'homme (prostate, vésicules séminales, testicules), ainsi que des troubles de la fertilité";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Urologie";"L'urologie-andrologie s'intéresse au diagnostic et au traitement des maladies des voies urinaires (rein, uretère, vessie, urètre) mais aussi des voies génitales de l'homme (prostate, vésicules séminales, testicules), ainsi que des troubles de la fertilité";"Centre de Santé Dentaire Réaumur";"Vendredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Oto-rhino-laryngologie";"L'oto-rhino-laryngologie (ORL) s'intéresse au diagnostic et au traitement des troubles du nez, de la gorge, de l'oreille et de la région tête–cou : infections, surdité, vertige, tumeur, chirurgie des amygdales, des végétations, des glandes parotides et de";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Oto-rhino-laryngologie";"L'oto-rhino-laryngologie (ORL) s'intéresse au diagnostic et au traitement des troubles du nez, de la gorge, de l'oreille et de la région tête–cou : infections, surdité, vertige, tumeur, chirurgie des amygdales, des végétations, des glandes parotides et de";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Oto-rhino-laryngologie";"L'oto-rhino-laryngologie (ORL) s'intéresse au diagnostic et au traitement des troubles du nez, de la gorge, de l'oreille et de la région tête–cou : infections, surdité, vertige, tumeur, chirurgie des amygdales, des végétations, des glandes parotides et de";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Oto-rhino-laryngologie";"L'oto-rhino-laryngologie (ORL) s'intéresse au diagnostic et au traitement des troubles du nez, de la gorge, de l'oreille et de la région tête–cou : infections, surdité, vertige, tumeur, chirurgie des amygdales, des végétations, des glandes parotides et de";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Oto-rhino-laryngologie";"L'oto-rhino-laryngologie (ORL) s'intéresse au diagnostic et au traitement des troubles du nez, de la gorge, de l'oreille et de la région tête–cou : infections, surdité, vertige, tumeur, chirurgie des amygdales, des végétations, des glandes parotides et de";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Jeudi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Ophtalmologie";"L'ophtalmologie s'intéresse au diagnostic et au traitement des maladies de l'œil et de ses annexes, et à la correction des troubles de la vision.";"Centre de Santé Dentaire Réaumur";"Vendredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Lundi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gynécologie";"La gynécologie médicale prend en charge les problèmes médicaux de la femme : contraception, dépistage et traitement des IST, prévention et dépistage des cancers génitaux et mammaires, problèmes de règles et saignements, traitement de la ménopause, stérili";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Cardiologie";"La cardiologie s'intéresse au diagnostic et au traitement des troubles de l'appareil cardiovasculaire (coeur et vaisseaux) : hypercholestérolémie, insuffisance cardiaque, hypertension artérielle, infarctus du myocarde, péricardite, endocardite, embolie pu";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Cardiologie";"La cardiologie s'intéresse au diagnostic et au traitement des troubles de l'appareil cardiovasculaire (coeur et vaisseaux) : hypercholestérolémie, insuffisance cardiaque, hypertension artérielle, infarctus du myocarde, péricardite, endocardite, embolie pu";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Cardiologie";"La cardiologie s'intéresse au diagnostic et au traitement des troubles de l'appareil cardiovasculaire (coeur et vaisseaux) : hypercholestérolémie, insuffisance cardiaque, hypertension artérielle, infarctus du myocarde, péricardite, endocardite, embolie pu";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Cardiologie";"La cardiologie s'intéresse au diagnostic et au traitement des troubles de l'appareil cardiovasculaire (coeur et vaisseaux) : hypercholestérolémie, insuffisance cardiaque, hypertension artérielle, infarctus du myocarde, péricardite, endocardite, embolie pu";"Centre de Santé Dentaire Réaumur";"Mercredi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Cardiologie";"La cardiologie s'intéresse au diagnostic et au traitement des troubles de l'appareil cardiovasculaire (coeur et vaisseaux) : hypercholestérolémie, insuffisance cardiaque, hypertension artérielle, infarctus du myocarde, péricardite, endocardite, embolie pu";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Orthoptie";"L'orthoptie s'exerce sur prescription et s'intéresse au dépistage (glaucome, DMLA), a la rééducation (strabisme) et à l'exploration fonctionnelle des troubles de la vision. Sa fonction s'étend du nourrisson à la personne âgées.";"Centre de Santé Dentaire Réaumur";"Mardi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Orthoptie";"L'orthoptie s'exerce sur prescription et s'intéresse au dépistage (glaucome, DMLA), a la rééducation (strabisme) et à l'exploration fonctionnelle des troubles de la vision. Sa fonction s'étend du nourrisson à la personne âgées.";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gastro-entérologie";"La gastro-entérologie s'intéresse au diagnostic et au traitement des maladies ou troubles fonctionnels du tube digestif, de l'œsophage à l'anus y compris les organes annexes : le foie, la vésicule biliaire et le pancréas.";"Centre de Santé Dentaire Réaumur";"Mardi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Gastro-entérologie";"La gastro-entérologie s'intéresse au diagnostic et au traitement des maladies ou troubles fonctionnels du tube digestif, de l'œsophage à l'anus y compris les organes annexes : le foie, la vésicule biliaire et le pancréas.";"Centre de Santé Dentaire Réaumur";"Jeudi";01:00:00 PM;06:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
"Consultation";"Tabacologie";"La tabacologie s'intéresse au mécanisme de la dépendance au tabac et à son traitement .";"Centre de Santé Dentaire Réaumur";"Mercredi";08:00:00 AM;12:00:00 PM;"Réaumur";"106, rue Réaumur";75002;"Paris";"01 55 80 56 60";;;48.87;2.35
